sportsplayed, facilitycondition, postcode, objectid, suburbtown, facilityage
"Tennis (Outdoor)","2. Poor",3777,9362,"HEALESVILLE","26 - 50 Years"
"Tennis (Outdoor)",null,3786,9363,"FERNY CREEK",null
"Tennis (Outdoor)","2. Poor",3770,9364,"GRUYERE","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3770,9365,"COLDSTREAM","26 - 50 Years"
"Tennis (Outdoor)","2. Poor",3139,9366,"HODDLES CREEK","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3766,9367,"KALORAMA","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3765,9368,"MONTROSE","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3137,9369,"KILSYTH","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3137,9370,"KILSYTH","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3137,9371,"KILSYTH","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3140,9372,"LILYDALE","11 - 25 Years"
"Tennis (Outdoor)","4. Good",3140,9373,"LILYDALE","11 - 25 Years"
"Tennis (Outdoor)","4. Good",3793,9375,"MONBULK","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3765,9376,"MONTROSE","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3796,9377,"MOUNT EVELYN","6 - 10 Years"
"Tennis (Outdoor)","5. Very Good",3777,9378,"HEALESVILLE","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3139,9379,"SEVILLE","11 - 25 Years"
"Tennis (Outdoor)","3. Average",3158,9380,"UPWEY","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3158,9381,"UPWEY","26 - 50 Years"
"Tennis (Outdoor)","1. Very Poor",3139,9382,"WANDIN EAST","26 - 50 Years"
"Tennis (Outdoor)","1. Very Poor",3799,9383,"WARBURTON","26 - 50 Years"
"Tennis (Outdoor)","1. Very Poor",3139,9384,"LAUCHING PLACE","26 - 50 Years"
"Tennis (Outdoor)","2. Poor",3139,9385,"WOORI YALLOCK","26 - 50 Years"
"Tennis (Outdoor)","2. Poor",3775,9386,"YARRA GLEN","26 - 50 Years"
"Tennis (Outdoor)","2. Poor",3775,9387,"YARRA GLEN","26 - 50 Years"
"Tennis (Outdoor)","2. Poor",3775,9388,"YARRA GLEN","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3797,9389,"YARRA JUNCTION","26 - 50 Years"
"Australian Rules Football","3. Average",3393,9390,"WARRACKNABEAL","11 - 25 Years"
"Australian Rules Football","4. Good",3395,9391,"BEULAH","11 - 25 Years"
"Australian Rules Football","4. Good",3391,9392,"BRIM","11 - 25 Years"
"Australian Rules Football","4. Good",3396,9393,"HOPETOUN","11 - 25 Years"
"Australian Rules Football","1. Very Poor",3381,9394,"LUBECK","26 - 50 Years"
"Australian Rules Football","3. Average",3392,9395,"MINYIP","11 - 25 Years"
"Australian Rules Football","4. Good",3390,9396,"MURTOA","0 - 5 Years"
"Australian Rules Football","1. Very Poor",3491,9397,"PATCHEWOLLOCK","51 Years +"
"Australian Rules Football","4. Good",3388,9398,"RUPANYUP","0 - 5 Years"
"Australian Rules Football","2. Poor",3489,9399,"TEMPY","11 - 25 Years"
"Australian Rules Football","3. Average",3485,9400,"WOOMELANG","11 - 25 Years"
"Australian Rules Football","2. Poor",3424,9401,"YAAPEET","11 - 25 Years"
"Badminton","3. Average",3393,9402,"WARRACKNABEAL","11 - 25 Years"
"Basketball","3. Average",3396,9403,"HOPETOUN","11 - 25 Years"
"Basketball","3. Average",3393,9404,"WARRACKNABEAL","11 - 25 Years"
"Cricket","3. Average",3393,9405,"WARRACKNABEAL","11 - 25 Years"
"Cricket","4. Good",3395,9406,"BEULAH","11 - 25 Years"
"Cricket","4. Good",3391,9407,"BRIM","11 - 25 Years"
"Cricket","4. Good",3396,9408,"HOPETOUN","11 - 25 Years"
"Cricket","1. Very Poor",3381,9409,"LUBECK","26 - 50 Years"
"Cricket","3. Average",3392,9410,"MINYIP","11 - 25 Years"
"Cricket","4. Good",3390,9411,"MURTOA","0 - 5 Years"
"Cricket","4. Good",3388,9412,"RUPANYUP","0 - 5 Years"
"Cricket","2. Poor",3489,9413,"TEMPY","11 - 25 Years"
"Cricket (Indoor)","3. Average",3393,9414,"WARRACKNABEAL","11 - 25 Years"
"Croquet","3. Average",3395,9415,"BEULAH","11 - 25 Years"
"Croquet","3. Average",3393,9416,"WARRACKNABEAL","11 - 25 Years"
"Fitness / Gymnasium Workouts","3. Average",3393,9417,"WARRACKNABEAL","11 - 25 Years"
"Golf","4. Good",3391,9418,"BRIM","11 - 25 Years"
"Golf","3. Average",3396,9419,"HOPETOUN","11 - 25 Years"
"Golf","3. Average",3392,9420,"MINYIP","26 - 50 Years"
"Golf","3. Average",3390,9421,"MURTOA","26 - 50 Years"
"Golf","3. Average",3388,9422,"RUPANYUP","11 - 25 Years"
"Tennis (Outdoor)",null,3580,3057,"KOONDROOK",null
"Golf","2. Poor",3393,9423,"WARRACKNABEAL","11 - 25 Years"
"Golf","1. Very Poor",3488,9424,"SPEED","11 - 25 Years"
"Golf","3. Average",3393,9425,"WARRACKNABEAL","11 - 25 Years"
"Golf","2. Poor",3485,9426,"WOOMELANG","11 - 25 Years"
"Hockey","3. Average",3393,9427,"WARRACKNABEAL","11 - 25 Years"
"Hockey","3. Average",3393,9428,"WARRACKNABEAL","11 - 25 Years"
"Lawn Bowls","3. Average",3395,9429,"BEULAH","11 - 25 Years"
"Lawn Bowls","3. Average",3391,9430,"BRIM","11 - 25 Years"
"Lawn Bowls","4. Good",3396,9431,"HOPETOUN","11 - 25 Years"
"Lawn Bowls","3. Average",3392,9432,"MINYIP","11 - 25 Years"
"Lawn Bowls","3. Average",3390,9433,"MURTOA","26 - 50 Years"
"Lawn Bowls","3. Average",3388,9434,"RUPANYUP","26 - 50 Years"
"Lawn Bowls","3. Average",3393,9435,"WARRACKNABEAL","11 - 25 Years"
"Lawn Bowls","4. Good",3393,9436,"WARRACKNABEAL","0 - 5 Years"
"Lawn Bowls","3. Average",3485,9437,"WOOMELANG","11 - 25 Years"
"Netball","3. Average",3393,9438,"WARRACKNABEAL","11 - 25 Years"
"Netball","4. Good",3395,9439,"BEULAH","11 - 25 Years"
"Netball","4. Good",3391,9440,"BRIM","11 - 25 Years"
"Netball","4. Good",3396,9441,"HOPETOUN","11 - 25 Years"
"Netball","3. Average",3392,9442,"MINYIP","11 - 25 Years"
"Netball","4. Good",3390,9443,"MURTOA","0 - 5 Years"
"Netball","4. Good",3388,9444,"RUPANYUP","0 - 5 Years"
"Netball","4. Good",3485,9445,"WOOMELANG","11 - 25 Years"
"Netball (Indoor)","3. Average",3393,9446,"WARRACKNABEAL","11 - 25 Years"
"Skating","3. Average",3393,9447,"WARRACKNABEAL","6 - 10 Years"
"Swimming","4. Good",3395,9448,"BEULAH","11 - 25 Years"
"Swimming","4. Good",3396,9449,"HOPETOUN","11 - 25 Years"
"Swimming","3. Average",3392,9450,"MINYIP","26 - 50 Years"
"Swimming","3. Average",3390,9451,"MURTOA","26 - 50 Years"
"Swimming","2. Poor",3489,9452,"TEMPY","11 - 25 Years"
"Swimming","3. Average",3393,9453,"WARRACKNABEAL","11 - 25 Years"
"Swimming","3. Average",3485,9454,"WOOMELANG","11 - 25 Years"
"Tennis (Outdoor)",null,3568,3058,"GANNAWARRA",null
"Table Tennis","3. Average",3393,9455,"WARRACKNABEAL","11 - 25 Years"
"Tennis (Outdoor)","4. Good",3393,9456,"WARRACKNABEAL","11 - 25 Years"
"Tennis (Outdoor)","4. Good",3395,9457,"BEULAH","11 - 25 Years"
"Tennis (Outdoor)","4. Good",3391,9458,"BRIM","11 - 25 Years"
"Tennis (Outdoor)","3. Average",3396,9459,"HOPETOUN","11 - 25 Years"
"Tennis (Outdoor)","1. Very Poor",3381,9460,"LUBECK","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3392,9461,"MINYIP","11 - 25 Years"
"Tennis (Outdoor)","3. Average",3392,9462,"MINYIP","11 - 25 Years"
"Tennis (Outdoor)","4. Good",3390,9463,"MURTOA","0 - 5 Years"
"Tennis (Outdoor)","1. Very Poor",3491,9464,"PATCHEWOLLOCK","51 Years +"
"Tennis (Outdoor)","4. Good",3388,9465,"RUPANYUP","0 - 5 Years"
"Tennis (Outdoor)","1. Very Poor",3488,9466,"SPEED","11 - 25 Years"
"Tennis (Outdoor)","1. Very Poor",3489,9467,"TEMPY","11 - 25 Years"
"Tennis (Outdoor)","1. Very Poor",3489,9468,"TEMPY","11 - 25 Years"
"Tennis (Outdoor)","3. Average",3485,9469,"WOOMELANG","11 - 25 Years"
"Tennis (Outdoor)","4. Good",3424,9470,"YAAPEET","11 - 25 Years"
"Volleyball","3. Average",3393,9471,"WARRACKNABEAL","11 - 25 Years"
"Cricket","2. Poor",3580,3001,"KOONDROOK",null
"Cricket","5. Very Good",3542,3002,"LALBERT","26 - 50 Years"
"Cricket","4. Good",3567,3003,"LEITCHVILLE",null
"Cricket",null,3579,3004,"MACORNA",null
"Cricket","4. Good",3579,3005,"MURRABIT",null
"Cricket","1. Very Poor",3579,3006,"MYSTIC PARK",null
"Cricket",null,3579,3007,"KERANG",null
"Cricket",null,3579,3008,"KERANG",null
"Cricket","3. Average",3579,3009,"WANDELLA",null
"Cricket (Indoor)",null,3568,3010,"COHUNA",null
"Croquet",null,3579,3011,"KERANG",null
"Dancing",null,3568,3012,"COHUNA",null
"Equestrian","4. Good",3579,3013,"KERANG",null
"Equestrian",null,3568,3014,"COHUNA",null
"Equestrian",null,3579,3015,"MACORNA",null
"Golf",null,3568,3016,"COHUNA",null
"Golf",null,3579,3017,"KERANG",null
"Golf","4. Good",3542,3018,"LALBERT",null
"Golf",null,3579,3019,"MURRABIT",null
"Golf","4. Good",3540,3020,"QUAMBATOOK",null
"Gymnastics",null,3568,3021,"COHUNA",null
"Hockey",null,3568,3022,"COHUNA",null
"Jet Skiing",null,null,3023,"LAKE CHARM",null
"Lawn Bowls",null,3568,3024,"COHUNA",null
"Lawn Bowls",null,3568,3025,"COHUNA",null
"Lawn Bowls",null,3579,3026,"KERANG",null
"Lawn Bowls",null,3579,3027,"KERANG",null
"Lawn Bowls",null,3567,3028,"LEITCHVILLE",null
"Lawn Bowls","4. Good",3540,3029,"QUAMBATOOK","6 - 10 Years"
"Modern Pentathlon","3. Average",3579,3030,"KERANG",null
"Netball","4. Good",3568,3031,"COHUNA",null
"Netball","5. Very Good",3542,3032,"LALBERT","26 - 50 Years"
"Netball","4. Good",3567,3033,"LEITCHVILLE",null
"Netball","3. Average",3579,3034,"MACORNA",null
"Netball","3. Average",3579,3035,"MURRABIT",null
"Netball","5. Very Good",3540,3036,"QUAMBATOOK",null
"Netball",null,3579,3037,"KERANG",null
"Netball","4. Good",3579,3038,"WANDELLA",null
"Netball (Indoor)",null,3579,3039,"KERANG",null
"Sailing",null,null,3040,"LAKE CHARM",null
"Shooting Sports",null,3579,3041,"KERANG",null
"Shooting Sports",null,3579,3042,"KERANG",null
"Shooting Sports",null,3568,3043,"COHUNA",null
"Skating","3. Average",3579,3044,"KERANG",null
"Soccer (Indoor Soccer / Futsal)",null,3568,3045,"COHUNA",null
"Swimming","2. Poor",3568,3046,"COHUNA",null
"Swimming","4. Good",3579,3047,"KERANG","26 - 50 Years"
"Swimming",null,3579,3048,"KERANG",null
"Swimming","5. Very Good",3580,3049,"KOONDROOK",null
"Swimming","5. Very Good",3567,3050,"LEITCHVILLE",null
"Swimming","3. Average",3540,3051,"QUAMBATOOK","26 - 50 Years"
"Tennis (Outdoor)","1. Very Poor",3579,3052,"BEAUCHAMP",null
"Tennis (Outdoor)",null,3568,3053,"COHUNA",null
"Tennis (Outdoor)",null,3568,3054,"COHUNA",null
"Tennis (Outdoor)",null,3579,3055,"KERANG",null
"Tennis (Outdoor)",null,3579,3056,"KERANG",null
"Tennis (Outdoor)",null,3581,3059,"LAKE CHARM",null
"Tennis (Outdoor)","4. Good",3579,3060,"LAKE MERAN",null
"Tennis (Outdoor)","5. Very Good",3542,3061,"LALBERT","26 - 50 Years"
"Tennis (Outdoor)",null,3567,3062,"LEITCHVILLE",null
"Tennis (Outdoor)",null,3579,3063,"MURRABIT",null
"Tennis (Outdoor)",null,3579,3064,"MURRABIT",null
"Tennis (Outdoor)","1. Very Poor",3579,3065,"MYSTIC PARK",null
"Tennis (Outdoor)","3. Average",3540,3066,"QUAMBATOOK",null
"Tennis (Outdoor)","1. Very Poor",3579,3067,"SANDHILL LAKE",null
"Tennis (Outdoor)",null,3579,3068,"KERANG",null
"Water Skiing",null,3568,3069,"COHUNA",null
"Water Skiing",null,null,3070,"LAKE CHARM",null
"Water Skiing",null,3579,3071,"LAKE MERAN",null
null,null,3227,3072,"BARWON HEADS",null
null,null,3215,3073,"HAMLYN HEIGHTS",null
null,null,3216,3074,"GROVEDALE",null
null,null,3216,3075,"WAURN PONDS",null
"Archery","2. Poor",3214,3076,"CORIO","0 - 5 Years"
"Athletics",null,3227,3077,"BARWON HEADS",null
"Athletics","3. Average",3214,3078,"CORIO","11 - 25 Years"
"Athletics","3. Average",3220,3079,"SOUTH GEELONG","26 - 50 Years"
"Australian Rules Football","1. Very Poor",3221,3080,"ANAKIE","26 - 50 Years"
"Australian Rules Football","2. Poor",3218,3081,"GEELONG WEST","26 - 50 Years"
"Australian Rules Football","4. Good",3227,3082,"BARWON HEADS","6 - 10 Years"
"Australian Rules Football","1. Very Poor",3216,3083,"BELMONT","26 - 50 Years"
"Australian Rules Football","1. Very Poor",3219,3084,"BREAKWATER","26 - 50 Years"
"Australian Rules Football","4. Good",3216,3085,"GROVEDALE","11 - 25 Years"
"Australian Rules Football","3. Average",3226,3086,"OCEAN GROVE","11 - 25 Years"
"Australian Rules Football","4. Good",3222,3087,"DRYSDALE","26 - 50 Years"
"Australian Rules Football","5. Very Good",3220,3088,"NEWTOWN","11 - 25 Years"
"Australian Rules Football","3. Average",3219,3089,"NEWCOMB","11 - 25 Years"
"Australian Rules Football","4. Good",null,3090,"LEOPOLD",null
"Australian Rules Football","3. Average",3219,3091,"NEWCOMB","26 - 50 Years"
"Australian Rules Football","3. Average",3215,3092,"HAMLYN HEIGHTS","26 - 50 Years"
"Australian Rules Football","2. Poor",3218,3093,"HERNE HILL","11 - 25 Years"
"Australian Rules Football","3. Average",3218,3094,"HERNE HILL","26 - 50 Years"
"Australian Rules Football","3. Average",3218,3095,"HERNE HILL","26 - 50 Years"
"Australian Rules Football","4. Good",3216,3096,"HIGHTON","26 - 50 Years"
"Australian Rules Football","5. Very Good",3220,3097,"SOUTH GEELONG","26 - 50 Years"
"Australian Rules Football","5. Very Good",3220,3098,"SOUTH GEELONG","26 - 50 Years"
"Australian Rules Football","2. Poor",3212,3099,"LARA","26 - 50 Years"
"Australian Rules Football","2. Poor",3224,3100,"LEOPOLD","26 - 50 Years"
"Australian Rules Football","4. Good",3216,3101,"BELMONT","26 - 50 Years"
"Australian Rules Football","4. Good",3215,3102,"BELL POST HILL","11 - 25 Years"
"Australian Rules Football","3. Average",3226,3103,"OCEAN GROVE","26 - 50 Years"
"Australian Rules Football","3. Average",3215,3104,"NORTH GEELONG","11 - 25 Years"
"Australian Rules Football","3. Average",3218,3105,"HERNE HILL","11 - 25 Years"
"Australian Rules Football","2. Poor",3223,3106,"PORTARLINGTON","26 - 50 Years"
"Australian Rules Football","4. Good",3216,3107,"HIGHTON","26 - 50 Years"
"Australian Rules Football","4. Good",3216,3108,"HIGHTON","26 - 50 Years"
"Australian Rules Football","3. Average",3220,3109,"SOUTH GEELONG","26 - 50 Years"
"Australian Rules Football","4. Good",3214,3110,"CORIO","26 - 50 Years"
"Australian Rules Football","5. Very Good",3226,3111,"OCEAN GROVE","11 - 25 Years"
"Australian Rules Football","1. Very Poor",3216,3112,"BELMONT","26 - 50 Years"
"Australian Rules Football","5. Very Good",3219,3113,"WHITTINGTON","11 - 25 Years"
"Australian Rules Football","5. Very Good",3223,3114,"THOMSON","26 - 50 Years"
"Australian Rules Football","3. Average",3215,3115,"NORTH GEELONG","26 - 50 Years"
"Australian Rules Football","1. Very Poor",3220,3116,"NEWTOWN","26 - 50 Years"
"Australian Rules Football","4. Good",3214,3117,"NORLANE","11 - 25 Years"
"Australian Rules Football","2. Poor",3216,3118,"BELMONT","26 - 50 Years"
"Badminton",null,3216,3119,"WAURN PONDS",null
"Badminton","3. Average",3214,3120,"NORLANE","26 - 50 Years"
"Baseball","1. Very Poor",3212,3121,"LARA",null
"Baseball","3. Average",3216,3122,"GROVEDALE","11 - 25 Years"
"Baseball","1. Very Poor",3216,3123,"GROVEDALE","51 Years +"
"Baseball","1. Very Poor",3214,3124,"CORIO","26 - 50 Years"
"Baseball","2. Poor",3222,3125,"WALLINGTON","11 - 25 Years"
"Basketball",null,3216,3126,"WAURN PONDS",null
"Basketball","3. Average",3215,3127,"NORTH GEELONG","26 - 50 Years"
"Basketball",null,3220,3128,"NEWTOWN",null
"BMX","1. Very Poor",3214,3129,"CORIO","11 - 25 Years"
"BMX","5. Very Good",3219,3130,"NEWCOMB","0 - 5 Years"
"BMX","1. Very Poor",3216,3131,"BELMONT","26 - 50 Years"
"Bocce","3. Average",3215,3132,"BELL PARK","11 - 25 Years"
"Bocce",null,3223,3133,"ST LEONARDS",null
"Boxing",null,3227,3134,"BARWON HEADS",null
"Cricket","1. Very Poor",3221,3135,"ANAKIE","26 - 50 Years"
"Cricket","2. Poor",3218,3136,"GEELONG WEST","26 - 50 Years"
"Cricket","4. Good",3227,3137,"BARWON HEADS","6 - 10 Years"
"Cricket","1. Very Poor",3216,3138,"BELMONT","26 - 50 Years"
"Cricket","1. Very Poor",3219,3139,"BREAKWATER","26 - 50 Years"
"Cricket","1. Very Poor",3227,3140,"BREAMLEA","6 - 10 Years"
"Cricket","4. Good",3216,3141,"GROVEDALE","11 - 25 Years"
"Cricket","5. Very Good",3221,3142,"CERES","11 - 25 Years"
"Cricket","3. Average",3226,3143,"OCEAN GROVE","11 - 25 Years"
"Cricket",null,3216,3144,"WAURN PONDS",null
"Cricket","2. Poor",3222,3145,"DRYSDALE","26 - 50 Years"
"Cricket","3. Average",3219,3146,"EAST GEELONG","26 - 50 Years"
"Cricket","5. Very Good",3220,3147,"NEWTOWN","11 - 25 Years"
"Cricket","3. Average",3219,3148,"NEWCOMB","11 - 25 Years"
"Cricket","4. Good",3214,3149,"NORLANE","26 - 50 Years"
"Cricket",null,3214,3150,"CORIO",null
"Cricket","2. Poor",3220,3151,"NEWTOWN","26 - 50 Years"
"Cricket","3. Average",3219,3152,"NEWCOMB","26 - 50 Years"
"Cricket",null,3216,3153,"GROVEDALE",null
"Cricket","3. Average",3215,3154,"HAMLYN HEIGHTS","26 - 50 Years"
"Cricket","4. Good",3218,3155,"HERNE HILL","11 - 25 Years"
"Cricket","2. Poor",3218,3156,"HERNE HILL","11 - 25 Years"
"Cricket","2. Poor",3218,3157,"HERNE HILL","26 - 50 Years"
"Cricket","4. Good",3216,3158,"HIGHTON","26 - 50 Years"
"Cricket","4. Good",3220,3159,"SOUTH GEELONG","11 - 25 Years"
"Cricket","2. Poor",3212,3160,"LARA","26 - 50 Years"
"Cricket","2. Poor",3212,3161,"LARA","26 - 50 Years"
"Cricket","2. Poor",3223,3162,"ST LEONARDS","26 - 50 Years"
"Cricket","2. Poor",3224,3163,"LEOPOLD","26 - 50 Years"
"Fitness / Gymnasium Workouts",null,3212,3237,"LARA",null
"Cricket","2. Poor",3224,3164,"LEOPOLD","26 - 50 Years"
"Soccer",null,3212,3352,"LARA",null
"Cricket",null,3223,3165,"ST LEONARDS",null
"Cricket","3. Average",3216,3166,"BELMONT","26 - 50 Years"
"Cricket","3. Average",3216,3167,"BELMONT","26 - 50 Years"
"Cricket",null,3217,3168,"MOUNT DUNEED",null
"Cricket","4. Good",3215,3169,"BELL POST HILL","11 - 25 Years"
"Cricket","4. Good",3215,3170,"BELL POST HILL","11 - 25 Years"
"Cricket",null,3214,3171,"NORLANE",null
"Cricket","3. Average",3226,3172,"OCEAN GROVE","26 - 50 Years"
"Cricket","3. Average",3215,3173,"NORTH GEELONG","11 - 25 Years"
"Cricket","3. Average",3215,3174,"NORTH GEELONG","11 - 25 Years"
"Cricket","2. Poor",3223,3175,"PORTARLINGTON","26 - 50 Years"
"Cricket","4. Good",3216,3176,"HIGHTON","26 - 50 Years"
"Cricket","4. Good",3216,3177,"HIGHTON","26 - 50 Years"
"Cricket","4. Good",3216,3178,"HIGHTON","26 - 50 Years"
"Cricket","4. Good",3216,3179,"HIGHTON","26 - 50 Years"
"Cricket","1. Very Poor",3211,3180,"LITTLE RIVER","26 - 50 Years"
"Cricket","3. Average",3220,3181,"SOUTH GEELONG","26 - 50 Years"
"Cricket","4. Good",3214,3182,"CORIO","26 - 50 Years"
"Cricket","1. Very Poor",3226,3183,"OCEAN GROVE","11 - 25 Years"
"Cricket","4. Good",3216,3184,"BELMONT","11 - 25 Years"
"Cricket","1. Very Poor",3216,3185,"BELMONT","26 - 50 Years"
"Cricket","4. Good",3216,3186,"BELMONT","11 - 25 Years"
"Cricket","5. Very Good",3219,3187,"WHITTINGTON","11 - 25 Years"
"Cricket","1. Very Poor",3223,3188,"ST LEONARDS","26 - 50 Years"
"Cricket","5. Very Good",3223,3189,"THOMSON","26 - 50 Years"
"Cricket","5. Very Good",3223,3190,"THOMSON","26 - 50 Years"
"Cricket","2. Poor",3216,3191,"WANDANA HEIGHTS","11 - 25 Years"
"Cricket","2. Poor",3222,3192,"WALLINGTON","11 - 25 Years"
"Cricket","3. Average",3215,3193,"NORTH GEELONG","26 - 50 Years"
"Cricket","1. Very Poor",3220,3194,"NEWTOWN","26 - 50 Years"
"Cricket","4. Good",3214,3195,"NORLANE","11 - 25 Years"
"Cricket","4. Good",3214,3196,"NORLANE","11 - 25 Years"
"Cricket","3. Average",3216,3197,"BELMONT","26 - 50 Years"
"Cricket","2. Poor",3216,3198,"BELMONT","26 - 50 Years"
"Cricket (Indoor)",null,3220,3199,"GEELONG SOUTH",null
"Cricket (Indoor)",null,3215,3200,"NORTH GEELONG",null
"Croquet","4. Good",3222,3201,"DRYSDALE","26 - 50 Years"
"Croquet","3. Average",3216,3202,"BELMONT","11 - 25 Years"
"Cycling",null,null,3203,"GEELONG",null
"Cycling",null,null,3204,"GEELONG",null
"Cycling",null,null,3205,"LITTLE RIVER",null
"Cycling",null,null,3206,"LITTLE RIVER",null
"Cycling",null,null,3207,"LITTLE RIVER",null
"Cycling",null,null,3208,"OCEAN GROVE",null
"Cycling",null,null,3209,null,null
"Cycling",null,null,3210,"PARAPARAP",null
"Cycling",null,null,3211,"SUTHERLANDS CREEK",null
"Cycling",null,3215,3212,"NORTH GEELONG",null
"Cycling",null,null,3213,null,null
"Equestrian","3. Average",3227,3214,"BARWON HEADS","26 - 50 Years"
"Equestrian","3. Average",3227,3215,"BARWON HEADS","26 - 50 Years"
"Equestrian","4. Good",3212,3216,"LARA","0 - 5 Years"
"Equestrian",null,3144,3217,"CORIO",null
"Equestrian","3. Average",3222,3218,"DRYSDALE","26 - 50 Years"
"Equestrian","3. Average",3217,3219,"MOUNT DUNEED","11 - 25 Years"
"Equestrian","1. Very Poor",3223,3220,"PORTARLINGTON","26 - 50 Years"
"Equestrian","1. Very Poor",3211,3221,"LITTLE RIVER","26 - 50 Years"
"Fitness / Gymnasium Workouts",null,3214,3222,"NORLANE",null
"Fitness / Gymnasium Workouts",null,3214,3223,"NORLANE",null
"Fitness / Gymnasium Workouts",null,3216,3224,"GROVEDALE",null
"Fitness / Gymnasium Workouts",null,3227,3225,"BARWON HEADS",null
"Fitness / Gymnasium Workouts",null,3227,3226,"BARWON HEADS",null
"Fitness / Gymnasium Workouts","3. Average",3226,3227,"OCEAN GROVE","11 - 25 Years"
"Fitness / Gymnasium Workouts",null,3227,3228,"BARWON HEADS",null
"Fitness / Gymnasium Workouts",null,3220,3229,"GEELONG",null
"Fitness / Gymnasium Workouts",null,3220,3230,"GEELONG",null
"Fitness / Gymnasium Workouts",null,3219,3231,"NEWCOMB",null
"Fitness / Gymnasium Workouts",null,3218,3232,"MANIFOLD HEIGHTS",null
"Fitness / Gymnasium Workouts",null,3226,3233,"OCEAN GROVE",null
"Fitness / Gymnasium Workouts",null,3220,3234,"GEELONG",null
"Fitness / Gymnasium Workouts",null,3220,3235,"NEWTOWN",null
"Fitness / Gymnasium Workouts",null,3222,3236,"DRYSDALE",null
"Fitness / Gymnasium Workouts",null,3216,3238,"WAURN PONDS",null
"Fitness / Gymnasium Workouts",null,3216,3239,"WAURN PONDS",null
"Fitness / Gymnasium Workouts",null,3220,3240,"GEELONG",null
"Fitness / Gymnasium Workouts",null,3220,3241,"GEELONG",null
"Fitness / Gymnasium Workouts",null,3220,3242,"NEWTOWN",null
"Fitness / Gymnasium Workouts",null,3216,3243,"WAURN PONDS",null
"Fitness / Gymnasium Workouts",null,3218,3244,"GEELONG WEST",null
"Fitness / Gymnasium Workouts",null,3220,3245,"NEWTOWN",null
"Fitness / Gymnasium Workouts",null,3216,3246,"BELMONT",null
"Fitness / Gymnasium Workouts",null,3216,3247,"BELMONT",null
"Fitness / Gymnasium Workouts",null,3220,3248,"SOUTH GEELONG",null
"Fitness / Gymnasium Workouts",null,3218,3249,"GEELONG WEST",null
"Fitness / Gymnasium Workouts",null,3220,3250,"GEELONG",null
